transaction_id,timestamp,customer_id,amount,category,hour,distance_from_home,days_since_last,fraud_review_status,is_fraud
44,2024-01-01 12:20:04.180642270,475,6.19,grocery,12,31.98,30.0,auto_approved,0
45,2024-01-01 12:24:02.282122492,482,80.64,restaurant,12,5.54,30.0,clean,0
46,2024-01-01 12:34:02.027864569,686,32.86,gas,12,9.89,30.0,clean,0
47,2024-01-01 12:40:28.758296012,35,27.14,online,12,4.64,30.0,clean,0
48,2024-01-01 12:48:47.489218292,531,54.21,electronics,12,9.61,30.0,clean,0
49,2024-01-01 12:48:52.816689855,1708,5.8,gas,12,3.24,30.0,clean,0
50,2024-01-01 12:57:37.295374386,1524,32.75,gas,12,0.35,30.0,clean,0
51,2024-01-01 13:18:07.706407621,658,35.85,grocery,13,13.92,30.0,clean,0
52,2024-01-01 13:39:18.761710309,624,35.89,restaurant,13,18.52,30.0,clean,0
53,2024-01-01 13:41:04.018170998,694,8.44,grocery,13,10.42,30.0,clean,0
54,2024-01-01 13:59:20.878074829,237,51.78,online,13,7.43,30.0,auto_approved,0
55,2024-01-01 14:21:24.120173095,316,95.57,gas,14,4.33,30.0,auto_approved,0
56,2024-01-01 14:55:24.382292987,1985,49.77,restaurant,14,38.12,0.55,clean,0
57,2024-01-01 15:01:22.816800824,1386,26.33,electronics,15,16.88,30.0,clean,0
58,2024-01-01 15:19:48.677795077,1355,487.38,grocery,15,1.8,30.0,clean,0
59,2024-01-01 15:36:32.484515076,560,13.14,restaurant,15,53.46,30.0,clean,0
60,2024-01-01 15:38:16.520246365,1711,71.77,grocery,15,12.44,30.0,clean,0
61,2024-01-01 15:45:45.192397418,353,42.24,grocery,15,18.67,30.0,clean,0
62,2024-01-01 15:48:23.691123433,1937,247.72,online,15,13.75,30.0,clean,0
63,2024-01-01 15:50:36.172444634,1006,48.75,gas,15,1.42,30.0,pending,0
64,2024-01-01 16:07:34.982144447,661,60.41,electronics,16,25.07,30.0,clean,0
65,2024-01-01 16:14:30.178639856,1500,54.91,travel,16,23.37,30.0,clean,0
66,2024-01-01 16:30:17.978593642,834,11.49,electronics,16,2.77,30.0,auto_approved,0
67,2024-01-01 16:50:53.035079960,539,13.89,grocery,16,4.1,30.0,clean,0
68,2024-01-01 17:26:50.558406450,1367,25.14,restaurant,17,0.84,30.0,auto_approved,0
69,2024-01-01 17:32:24.019671714,1444,86.26,online,17,7.54,30.0,clean,0
70,2024-01-01 17:32:46.060191003,1206,41.81,grocery,17,1.99,30.0,clean,0
71,2024-01-01 18:12:53.942581576,923,26.93,restaurant,18,7.69,30.0,auto_approved,0
72,2024-01-01 18:19:20.929157729,657,130.61,electronics,18,4.53,30.0,clean,0
73,2024-01-01 19:20:29.250205977,807,4.56,electronics,19,4.38,30.0,auto_approved,0
74,2024-01-01 19:31:51.622592730,1748,9.06,electronics,19,17.14,30.0,clean,0
75,2024-01-01 19:48:31.218403965,719,2.73,grocery,19,23.32,30.0,clean,0
76,2024-01-01 20:08:53.924679579,1934,110.86,electronics,20,3.9,30.0,clean,0
77,2024-01-01 20:24:20.952034021,291,30.06,electronics,20,17.26,30.0,clean,0
78,2024-01-01 20:39:10.017181935,325,87.03,restaurant,20,13.62,30.0,clean,0
79,2024-01-01 21:03:56.282845986,665,29.69,grocery,21,18.54,30.0,clean,0
80,2024-01-01 21:09:45.505818275,5,92.13,online,21,13.26,30.0,auto_approved,0
81,2024-01-01 21:12:12.012778425,1758,29.17,grocery,21,43.0,30.0,pending,0
82,2024-01-01 21:28:28.281001990,680,49.89,grocery,21,28.09,30.0,clean,0
83,2024-01-01 21:29:44.890029210,204,43.1,electronics,21,11.97,30.0,auto_approved,0
84,2024-01-01 21:33:03.703634956,1237,46.42,electronics,21,31.55,30.0,clean,0
85,2024-01-01 21:37:12.916070399,1916,178.53,electronics,21,8.42,30.0,pending,0
86,2024-01-01 22:44:41.936498164,1987,6.52,gas,22,23.8,30.0,clean,0
87,2024-01-01 22:53:42.326834036,214,30.93,online,22,17.44,30.0,clean,0
88,2024-01-02 00:22:09.029918183,1585,40.37,online,0,7.8,30.0,pending,0
89,2024-01-02 00:29:37.045934012,724,34.75,online,0,28.47,30.0,clean,0
90,2024-01-02 00:46:56.179320554,1672,22.24,online,0,59.96,30.0,clean,0
91,2024-01-02 00:49:03.721962741,1212,19.4,electronics,0,4.62,30.0,auto_approved,0
92,2024-01-02 01:00:31.548873404,1463,152.94,restaurant,1,29.65,30.0,clean,0
93,2024-01-02 01:05:53.981883575,1675,30.85,travel,1,0.47,30.0,clean,0
94,2024-01-02 01:24:46.462740913,1790,379.16,grocery,1,13.04,30.0,clean,0
95,2024-01-02 01:34:29.843786542,287,56.16,online,1,20.98,30.0,clean,0
96,2024-01-02 02:36:29.137267139,1447,24.79,online,2,17.72,30.0,clean,0
97,2024-01-02 02:40:05.417921408,282,57.55,restaurant,2,24.61,30.0,clean,0
98,2024-01-02 02:53:00.855145219,1887,36.93,electronics,2,9.61,30.0,clean,0
99,2024-01-02 03:10:29.624043481,1256,126.72,grocery,3,7.25,30.0,clean,0
100,2024-01-02 03:49:46.541386254,385,10.3,grocery,3,0.29,30.0,auto_approved,0
101,2024-01-02 05:00:36.291866791,585,5.47,electronics,5,8.47,30.0,clean,0
102,2024-01-02 05:06:25.689463288,1791,47.51,online,5,0.95,30.0,auto_approved,0
103,2024-01-02 05:10:20.969556245,1289,76.38,online,5,10.74,30.0,clean,0
104,2024-01-02 05:11:46.316850774,458,44.08,electronics,5,30.76,30.0,auto_approved,0
105,2024-01-02 05:17:32.533971678,1641,64.88,restaurant,5,17.61,30.0,clean,0
106,2024-01-02 05:30:23.896455915,1436,56.0,restaurant,5,25.78,30.0,clean,0
107,2024-01-02 05:56:47.516457136,153,7.54,grocery,5,5.55,30.0,clean,0
108,2024-01-02 06:29:08.867616035,566,43.87,online,6,1.29,30.0,auto_approved,0
109,2024-01-02 06:53:44.223107811,1688,123.57,online,6,2.27,30.0,clean,0
110,2024-01-02 06:58:14.544077065,701,39.32,online,6,5.63,30.0,clean,0
111,2024-01-02 07:29:31.188475362,75,8.94,online,7,10.06,30.0,auto_approved,0
112,2024-01-02 07:43:40.807439681,1207,23.72,grocery,7,5.76,30.0,clean,0
113,2024-01-02 08:13:04.256004740,1797,57.79,gas,8,12.17,30.0,clean,0
114,2024-01-02 08:54:56.963040702,1112,199.46,online,8,11.51,30.0,clean,0
115,2024-01-02 10:00:36.626239920,1951,4.68,online,10,19.59,30.0,auto_approved,0
116,2024-01-02 10:22:30.533811414,228,47.52,grocery,10,18.47,30.0,clean,0
117,2024-01-02 10:42:33.715749112,1334,13.04,electronics,10,6.67,30.0,clean,0
118,2024-01-02 10:57:56.860759748,1299,55.02,gas,10,7.48,30.0,clean,0
119,2024-01-02 11:10:49.919506357,1968,59.61,online,11,15.3,30.0,clean,0
120,2024-01-02 11:16:03.062919247,1042,26.23,restaurant,11,6.23,30.0,clean,0
121,2024-01-02 11:17:58.521736602,1643,62.28,restaurant,11,33.75,30.0,auto_approved,0
122,2024-01-02 11:25:54.247293034,290,103.53,gas,11,1.4,30.0,clean,0
123,2024-01-02 11:31:41.353009366,88,28.09,grocery,11,1.98,30.0,auto_approved,0
124,2024-01-02 11:42:14.313878972,1432,8.7,grocery,11,9.42,30.0,clean,0
125,2024-01-02 11:54:03.961199161,7,137.77,grocery,11,36.3,1.15,pending,0
126,2024-01-02 11:54:47.694494499,1749,75.85,grocery,11,8.56,30.0,clean,0
127,2024-01-02 12:06:05.053946429,41,58.19,online,12,29.6,30.0,clean,0
128,2024-01-02 12:59:49.905027511,1377,16.59,online,12,13.05,30.0,clean,0
129,2024-01-02 13:13:36.303812719,903,88.72,grocery,13,3.09,1.13,clean,0
130,2024-01-02 13:25:15.039029183,1290,255.3,restaurant,13,29.36,30.0,auto_approved,0
131,2024-01-02 14:30:42.276193772,1246,29.33,grocery,14,3.21,30.0,clean,0
132,2024-01-02 15:23:40.183829492,888,36.4,electronics,15,20.69,30.0,auto_approved,0
133,2024-01-02 15:40:43.619688714,962,11.41,online,15,0.7,30.0,clean,0
134,2024-01-02 15:52:52.393458099,1006,16.13,online,15,4.69,1.0,clean,0
135,2024-01-02 16:08:11.430958634,1354,11.31,gas,16,34.32,30.0,clean,0
136,2024-01-02 16:14:29.154930620,1420,37.74,online,16,2.86,30.0,pending,0
137,2024-01-02 16:35:33.284148521,899,23.55,online,16,17.95,30.0,clean,0
138,2024-01-02 16:37:59.616261786,705,48.08,electronics,16,12.34,30.0,auto_approved,0
139,2024-01-02 16:40:45.236687711,85,13.57,grocery,16,1.89,30.0,clean,0
140,2024-01-02 16:41:04.328665372,1558,28.01,online,16,11.93,30.0,clean,0
141,2024-01-02 16:56:00.690629888,452,12.76,restaurant,16,7.81,30.0,clean,0
142,2024-01-02 17:34:20.035212901,868,39.95,online,17,2.31,30.0,clean,0
143,2024-01-02 17:39:23.940193254,1985,6.47,online,17,23.48,1.11,clean,0
144,2024-01-02 18:17:11.722030814,1569,38.54,electronics,18,2.69,30.0,clean,0
145,2024-01-02 18:28:21.529472976,691,25.06,gas,18,11.16,30.0,clean,0
146,2024-01-02 19:07:47.082350606,949,39.68,grocery,19,24.45,30.0,clean,0
147,2024-01-02 19:44:51.005343023,649,6.35,electronics,19,50.5,30.0,clean,0
148,2024-01-02 20:20:32.518631187,1252,63.73,grocery,20,30.81,30.0,clean,0
149,2024-01-02 20:37:02.536427312,305,24.56,restaurant,20,37.31,30.0,clean,0
150,2024-01-02 20:52:20.698040899,1905,41.15,grocery,20,48.64,30.0,clean,0
151,2024-01-02 21:30:47.983645055,1974,5.1,grocery,21,20.06,30.0,clean,0
152,2024-01-02 21:31:11.998803308,597,9.56,gas,21,20.1,30.0,clean,0
153,2024-01-02 21:50:20.229915723,460,22.42,electronics,21,6.79,30.0,clean,0
154,2024-01-02 22:44:37.371358744,1078,131.04,grocery,22,21.29,30.0,pending,0
155,2024-01-02 22:49:13.715367705,1293,56.11,gas,22,7.06,30.0,clean,0
156,2024-01-02 22:52:21.093875617,1287,37.71,gas,22,35.87,30.0,auto_approved,0
157,2024-01-02 23:28:07.455780956,84,13.14,grocery,23,12.22,30.0,clean,0
158,2024-01-02 23:29:41.373080274,1422,10.95,grocery,23,3.32,30.0,pending,0
159,2024-01-02 23:44:59.386073870,132,43.67,electronics,23,5.81,30.0,clean,0
160,2024-01-03 00:27:31.338173287,683,66.73,restaurant,0,36.71,30.0,clean,0
161,2024-01-03 00:27:33.388545065,1433,40.81,gas,0,4.87,30.0,clean,0
162,2024-01-03 01:48:14.077132471,1774,183.01,grocery,1,36.99,30.0,pending,0
163,2024-01-03 02:11:02.946568916,1270,16.74,grocery,2,5.27,30.0,clean,0
164,2024-01-03 02:49:53.898931320,319,39.62,gas,2,3.24,30.0,clean,0
165,2024-01-03 02:53:09.921407090,1360,6.09,gas,2,4.06,30.0,auto_approved,0
166,2024-01-03 03:17:25.940805545,74,40.9,electronics,3,48.78,30.0,clean,0
167,2024-01-03 03:22:11.776273409,461,143.94,grocery,3,27.7,30.0,auto_approved,0
168,2024-01-03 03:26:22.424728275,247,11.69,online,3,1.56,30.0,clean,0
169,2024-01-03 03:51:35.113901571,1969,76.87,restaurant,3,19.28,30.0,clean,0
170,2024-01-03 04:13:19.319966854,736,139.92,gas,4,0.2,30.0,clean,0
171,2024-01-03 04:18:08.519304126,1116,16.61,restaurant,4,3.91,30.0,clean,0
172,2024-01-03 04:30:19.764749782,1581,52.82,restaurant,4,43.21,30.0,clean,0
173,2024-01-03 04:39:34.121816696,1939,160.71,grocery,4,7.35,30.0,auto_approved,0
174,2024-01-03 05:06:03.140210009,1990,41.7,electronics,5,52.48,30.0,clean,0
175,2024-01-03 06:00:06.083281742,328,72.73,gas,6,19.15,30.0,clean,0
176,2024-01-03 06:17:33.171465500,787,5.62,grocery,6,0.66,30.0,clean,0
177,2024-01-03 06:49:06.044571701,810,60.17,restaurant,6,14.37,30.0,clean,0
178,2024-01-03 07:20:39.829642953,1592,55.55,restaurant,7,7.81,30.0,clean,0
179,2024-01-03 07:46:58.476608290,671,8.79,grocery,7,4.93,30.0,pending,0
180,2024-01-03 07:53:22.968321973,462,12.62,gas,7,18.97,30.0,pending,0
181,2024-01-03 07:56:15.466593021,1510,60.58,electronics,7,25.22,30.0,clean,0
182,2024-01-03 08:18:14.105994344,990,24.47,restaurant,8,3.95,30.0,clean,0
183,2024-01-03 08:43:11.058110640,1495,100.68,online,8,16.94,30.0,clean,0
184,2024-01-03 08:47:26.011511084,759,45.18,online,8,14.4,30.0,clean,0
185,2024-01-03 08:55:38.505313027,973,35.04,online,8,7.37,30.0,clean,0
186,2024-01-03 09:32:31.854414698,18,27.93,restaurant,9,10.25,30.0,pending,0
187,2024-01-03 10:00:57.880476772,32,44.38,grocery,10,12.25,30.0,clean,0
188,2024-01-03 10:07:52.052117785,0,73.92,gas,10,6.94,30.0,clean,0
189,2024-01-03 10:20:42.823863991,350,56.48,online,10,0.09,30.0,clean,0
190,2024-01-03 10:21:07.377220515,695,21.69,restaurant,10,6.5,30.0,clean,0
191,2024-01-03 10:39:40.335159628,100,114.37,restaurant,10,5.88,30.0,auto_approved,0
192,2024-01-03 10:52:32.849224041,321,63.92,online,10,2.19,30.0,clean,0
193,2024-01-03 11:09:01.239850899,1694,48.68,online,11,5.16,30.0,clean,0
194,2024-01-03 11:09:50.181987796,1709,36.3,gas,11,50.41,1.96,auto_approved,0
195,2024-01-03 11:25:36.298321452,579,54.6,travel,11,0.93,30.0,clean,0
196,2024-01-03 11:51:57.796165525,1892,5.3,electronics,11,15.29,30.0,clean,0
197,2024-01-03 12:36:22.952581435,235,42.15,travel,12,55.75,30.0,clean,0
198,2024-01-03 12:54:22.633376210,62,170.75,electronics,12,6.49,30.0,pending,0
199,2024-01-03 12:55:45.526436707,708,41.26,electronics,12,7.78,30.0,pending,0
200,2024-01-03 14:14:34.044199266,529,36.0,grocery,14,6.06,30.0,pending,0
201,2024-01-03 14:21:37.008332157,154,18.25,online,14,0.08,30.0,clean,0
202,2024-01-03 14:33:48.788740001,1694,54.2,online,14,9.27,0.14,auto_approved,0
203,2024-01-03 14:47:51.936028431,1957,27.25,online,14,6.14,30.0,clean,0
204,2024-01-03 14:52:27.868583775,540,122.65,travel,14,7.85,30.0,clean,0
205,2024-01-03 15:17:34.207260490,630,13.96,gas,15,2.54,30.0,clean,0
206,2024-01-03 15:31:17.305870590,1436,21.07,grocery,15,6.4,1.42,clean,0
207,2024-01-03 16:08:03.132287693,1866,18.16,gas,16,9.05,30.0,clean,0
208,2024-01-03 16:31:39.863009894,573,207.39,grocery,16,49.06,30.0,auto_approved,0
209,2024-01-03 16:51:15.353806719,1365,27.39,online,16,26.73,30.0,pending,0
210,2024-01-03 17:01:21.684292681,46,19.14,grocery,17,11.09,30.0,clean,0
211,2024-01-03 17:14:36.544555895,1132,4.09,grocery,17,1.85,30.0,clean,0
212,2024-01-03 17:15:21.679030167,1974,13.31,online,17,0.65,0.82,clean,0
213,2024-01-03 17:24:38.774251865,950,56.14,online,17,18.19,30.0,clean,0
214,2024-01-03 17:29:43.492937345,1283,55.92,online,17,8.26,30.0,auto_approved,0
215,2024-01-03 17:39:52.966857283,1374,17.27,grocery,17,4.96,30.0,clean,0
216,2024-01-03 17:40:30.534835904,1264,18.25,electronics,17,1.62,30.0,clean,0
217,2024-01-03 18:38:36.500625620,1372,212.7,grocery,18,14.57,30.0,pending,0
218,2024-01-03 18:42:04.689554713,1773,490.97,restaurant,18,1.46,30.0,clean,0
219,2024-01-03 18:52:51.451868217,21,104.56,electronics,18,1.33,30.0,clean,0
220,2024-01-03 18:53:43.573771192,1769,157.48,electronics,18,11.42,30.0,clean,0
221,2024-01-03 18:59:24.243182488,1815,194.69,online,18,41.7,30.0,clean,0
222,2024-01-03 19:04:41.710128660,1808,303.25,gas,19,19.35,30.0,clean,0
223,2024-01-03 19:45:39.442647740,735,24.49,travel,19,1.55,30.0,clean,0
224,2024-01-03 20:05:31.852734852,1165,13.76,online,20,19.26,30.0,clean,0
225,2024-01-03 20:14:01.510479515,706,207.16,restaurant,20,16.75,30.0,clean,0
226,2024-01-03 20:14:54.665167042,1680,12.63,gas,20,3.95,30.0,clean,0
227,2024-01-03 20:25:07.458948110,813,11.84,electronics,20,4.28,30.0,clean,0
228,2024-01-03 20:33:28.973407158,626,12.11,electronics,20,34.63,30.0,clean,0
229,2024-01-03 21:02:04.646113842,1370,29.04,restaurant,21,10.2,30.0,clean,0
230,2024-01-03 21:15:55.331780476,98,4.55,electronics,21,8.74,30.0,clean,0
231,2024-01-03 21:46:49.943180080,752,7.9,online,21,4.61,30.0,clean,0
232,2024-01-03 21:53:20.135955491,412,17.77,grocery,21,31.68,30.0,clean,0
233,2024-01-03 22:08:58.288192588,747,10.01,restaurant,22,10.45,30.0,clean,0
234,2024-01-03 22:25:06.318264730,897,95.81,restaurant,22,19.82,30.0,clean,0
235,2024-01-03 22:30:44.321136185,126,33.34,online,22,1.01,30.0,clean,0
236,2024-01-03 22:44:12.542428254,1729,58.97,gas,22,17.2,30.0,clean,0
237,2024-01-03 23:03:54.665736590,833,52.85,online,23,15.38,30.0,clean,0
238,2024-01-03 23:19:57.956339951,717,26.93,grocery,23,20.93,30.0,clean,0
239,2024-01-03 23:21:37.009675436,298,88.96,restaurant,23,10.18,30.0,clean,0
240,2024-01-03 23:29:26.230487600,1991,52.05,electronics,23,13.91,2.91,pending,0
241,2024-01-03 23:35:43.206692705,1711,24.09,grocery,23,51.39,2.33,clean,0
242,2024-01-03 23:50:57.947550554,963,6.15,travel,23,10.91,30.0,clean,0
243,2024-01-04 00:06:56.824757744,669,55.74,grocery,0,58.65,30.0,clean,0
244,2024-01-04 00:26:29.161711233,934,9.38,online,0,17.75,30.0,auto_approved,0
245,2024-01-04 00:35:24.891804049,1921,48.44,electronics,0,20.33,30.0,auto_approved,0
246,2024-01-04 00:43:31.522213857,442,35.83,grocery,0,7.65,30.0,clean,0
247,2024-01-04 01:26:40.215139332,1369,8.5,grocery,1,5.74,30.0,clean,0
248,2024-01-04 01:31:54.087451453,1807,42.88,electronics,1,19.92,30.0,clean,0
249,2024-01-04 01:36:43.660476132,1512,40.1,grocery,1,25.24,30.0,clean,0
250,2024-01-04 02:01:36.703692443,1740,40.24,gas,2,23.07,30.0,auto_approved,0
251,2024-01-04 02:21:10.595984525,1895,38.36,online,2,20.22,30.0,clean,0
252,2024-01-04 02:29:01.389363629,119,17.25,grocery,2,10.14,30.0,clean,0
253,2024-01-04 02:40:03.132846909,477,59.84,grocery,2,2.5,30.0,clean,0
254,2024-01-04 02:48:55.341525942,288,16.65,travel,2,1.54,30.0,auto_approved,0
255,2024-01-04 02:55:48.440022678,1134,11.31,online,2,12.26,30.0,auto_approved,0
256,2024-01-04 03:01:51.826249992,814,65.02,gas,3,23.56,30.0,clean,0
257,2024-01-04 03:14:45.940475243,81,84.47,restaurant,3,17.51,3.06,auto_approved,0
258,2024-01-04 03:27:36.988059039,1115,60.72,gas,3,4.36,30.0,clean,0
259,2024-01-04 03:28:58.608698050,201,26.92,online,3,15.07,30.0,pending,0
260,2024-01-04 04:01:12.160177426,814,4.76,electronics,4,14.06,0.04,clean,0
261,2024-01-04 04:15:35.322329861,733,145.72,restaurant,4,76.6,30.0,clean,0
262,2024-01-04 04:24:48.308952579,1787,4.69,online,4,2.26,30.0,clean,0
263,2024-01-04 04:32:38.267491920,1365,59.51,online,4,6.91,0.49,clean,0
264,2024-01-04 04:48:55.292332427,1248,273.21,travel,4,10.95,30.0,clean,0
265,2024-01-04 05:02:01.947075770,1663,38.45,online,5,1.87,30.0,clean,0
266,2024-01-04 05:20:40.695173205,361,44.31,gas,5,45.71,30.0,auto_approved,0
267,2024-01-04 05:26:31.790736736,512,48.39,online,5,5.13,30.0,clean,0
268,2024-01-04 05:34:30.015758259,1504,40.37,grocery,5,29.64,30.0,pending,0
269,2024-01-04 06:09:47.093711181,1498,347.45,electronics,6,2.22,30.0,clean,0
270,2024-01-04 06:17:04.360102962,42,14.25,restaurant,6,28.41,30.0,clean,0
271,2024-01-04 06:34:34.563503754,448,12.57,gas,6,29.64,2.91,clean,0
272,2024-01-04 06:39:52.765794737,454,23.87,gas,6,4.34,30.0,clean,0
273,2024-01-04 07:20:13.737549817,12,188.83,electronics,7,18.97,30.0,clean,0
274,2024-01-04 07:40:22.227636642,1322,18.6,gas,7,3.24,30.0,clean,0
275,2024-01-04 08:01:05.506365454,108,50.92,restaurant,8,17.78,30.0,clean,0
276,2024-01-04 08:36:04.645877879,1682,96.64,travel,8,26.16,30.0,clean,0
277,2024-01-04 08:47:28.903181352,1171,72.17,electronics,8,0.68,30.0,clean,0
278,2024-01-04 08:50:29.883523906,1523,91.66,gas,8,19.21,30.0,clean,0
279,2024-01-04 09:16:20.109614540,994,136.73,restaurant,9,13.24,30.0,clean,0
280,2024-01-04 09:28:54.624855972,1940,45.07,gas,9,49.95,30.0,clean,0
281,2024-01-04 09:37:48.213284259,540,20.97,electronics,9,16.2,0.78,clean,0
282,2024-01-04 11:24:26.923082902,1115,38.37,grocery,11,2.4,0.33,pending,0
283,2024-01-04 11:31:06.849223939,13,23.59,online,11,5.77,30.0,clean,0
284,2024-01-04 11:43:34.495702087,1665,412.22,online,11,3.3,30.0,clean,0
285,2024-01-04 12:05:10.401599879,1136,19.44,electronics,12,12.72,30.0,clean,0
286,2024-01-04 12:41:58.759997056,351,53.69,grocery,12,28.95,30.0,auto_approved,0
287,2024-01-04 13:16:08.373685462,1635,7.38,grocery,13,6.26,30.0,auto_approved,0
288,2024-01-04 13:20:23.393803223,1978,37.82,travel,13,27.39,30.0,clean,0
289,2024-01-04 13:35:08.068079500,137,24.85,gas,13,11.41,30.0,clean,0
290,2024-01-04 13:54:59.295878629,1691,65.08,gas,13,16.25,30.0,clean,0
291,2024-01-04 13:55:26.896393663,1472,66.8,grocery,13,7.78,30.0,clean,0
292,2024-01-04 14:33:25.872595902,708,136.59,electronics,14,0.97,1.07,clean,0
293,2024-01-04 15:00:16.743373787,1269,126.16,online,15,3.97,30.0,clean,0
294,2024-01-04 15:01:52.704493996,1570,30.99,restaurant,15,2.56,30.0,clean,0
295,2024-01-04 15:47:06.065804365,958,12.88,electronics,15,13.21,30.0,clean,0
296,2024-01-04 15:51:16.635128547,1332,14.48,travel,15,11.77,30.0,clean,0
297,2024-01-04 16:09:30.799920528,96,44.82,online,16,22.9,30.0,clean,0
298,2024-01-04 16:19:15.232715063,1850,38.78,grocery,16,6.07,30.0,clean,0
299,2024-01-04 16:45:19.308800396,1847,42.86,restaurant,16,19.23,30.0,auto_approved,0
300,2024-01-04 16:58:16.934389582,420,19.39,restaurant,16,6.62,30.0,auto_approved,0
301,2024-01-04 17:03:19.473094910,954,139.38,grocery,17,5.51,30.0,clean,0
302,2024-01-04 17:15:53.966972402,477,7.59,electronics,17,22.13,0.61,clean,0
303,2024-01-04 17:28:49.613524101,799,18.35,gas,17,6.84,30.0,clean,0
304,2024-01-04 17:31:20.778323259,550,11.28,online,17,11.13,30.0,clean,0
305,2024-01-04 17:32:32.456307365,1722,26.87,online,17,3.0,30.0,clean,0
306,2024-01-04 17:43:43.446650919,1389,115.19,electronics,17,20.11,30.0,clean,0
307,2024-01-04 17:58:26.470175057,1691,24.83,grocery,17,14.0,0.17,clean,0
308,2024-01-04 18:04:42.541217193,1585,36.65,gas,18,45.34,2.74,clean,0
309,2024-01-04 18:05:47.461764251,1454,64.34,online,18,18.25,30.0,clean,0
310,2024-01-04 18:24:28.315329498,333,23.68,electronics,18,1.82,30.0,clean,0
311,2024-01-04 18:57:15.236625009,1658,48.55,online,18,24.05,30.0,clean,0
